onset:duration
3027.4:13.4
3042.8:4.0
3047.2:0.4
3047.8:1.2
3051.4:10.0
3064.2:25.4
3089.8:0.2
3090.2:4.8
3099.0:32.2
3135.0:7.6
3145.8:10.0
3156.4:98.0
3255.0:0.8
3257.0:0.8
3258.6:0.2
3259.0:0.2
3259.4:2.8
3264.8:2.4
3270.0:3.2
3273.4:22.0
3296.4:1.4
3298.0:14.2
3312.6:4.0
3318.4:5.4
3328.4:5.0
3338.0:6.8
3346.8:114.8
3462.0:15.0
3484.2:0.2
3484.8:3.6
3489.0:0.4
3491.0:24.2
3515.6:10.8
3526.6:87.4
3616.4:18.2
3634.8:0.4
3636.6:2.4
3642.4:1.2
3643.8:0.8
3644.8:36.8
3684.6:21.6
3706.4:32.6
3740.2:8.6
3749.6:19.4
3770.0:23.0
3793.2:3.0
3796.4:0.2
3799.4:0.4
3800.8:18.6
3821.4:66.0
3892.6:0.2
3895.8:1.0
3908.8:0.4
3909.4:0.2
3909.8:2.0
3912.0:0.2
3912.4:0.4
3913.2:6.4
3921.2:29.4
3955.6:53.6
4009.6:0.2
4011.2:8.8
4020.2:0.2
4021.0:0.2
4021.4:0.2
4021.8:6.2
4030.6:2.4
4034.0:1.0
4035.4:0.2
4036.0:0.4
4037.8:0.8
4038.8:0.2
4039.2:1.6
4044.0:0.6
4045.2:1.6
4047.0:3.8
4051.0:0.8
4053.2:1.0
4082.8:2.0
4090.8:2.6
4101.6:6.8
4108.6:1.6
4110.4:7.4
4118.0:0.8
4127.4:20.2
4148.0:4.2
4152.4:3.2
4155.8:53.2
4211.0:109.2
4321.8:6.2
4332.4:0.4
4333.0:0.4
4333.6:2.8
4336.6:0.2
4337.2:11.8
4351.0:36.4
4388.2:11.6
4400.0:4.4
4404.6:5.0
4410.6:6.4
4417.8:14.0
4433.2:25.8
4459.4:11.6
4471.6:3.0
4475.0:26.6
4505.4:4.8
4510.6:32.6
4550.8:3.2
4554.2:11.0
4566.4:1.4
4570.0:0.8
4571.4:0.6
4575.8:0.4
4583.4:4.6
4593.8:11.6
4610.8:0.2
4611.6:3.2
4620.0:2.6
4635.2:0.2
4636.6:0.2
4640.2:0.2
4641.8:0.2
4649.4:1.6
4653.8:1.4
4660.4:0.8
4661.6:0.6
4666.2:15.2
4685.8:3.6
4689.6:9.4
4702.8:0.2
4703.4:1.2
4704.8:0.4
4705.8:2.2
4708.2:46.0
4754.6:2.8
4757.8:2.2
4760.2:0.2
4760.6:197.6
4965.8:9.8
4977.4:5.2
4982.8:0.2
4988.0:2.4
4990.6:9.4
5017.2:0.4
5017.8:2.2
5020.2:1.2
5021.6:0.4
5022.2:1.2
5023.6:0.2
5024.0:0.2
5024.4:0.2
5025.2:4.6
5040.2:2.2
5042.6:0.6
5043.4:2.0
5045.6:1.8
5047.6:0.2
5049.2:93.8
5143.4:14.2
5159.8:23.8
5184.0:5.6
5190.4:14.6
